time stamp,pH cha. 1,pH cha. 2,pH cha. 3,pH cha. 4,pH cha. 5,pH cha. 6,SP1 target pH,SP2 target pH,SP3 target pH,SP4 target pH,SP5 target pH,SP1 dosing,SP2 dosing,SP3 dosing,SP4 dosing,SP5 dosing
04-May-2021 15:25:09,,,,,,,5.600083917,5.600083917,5.600083917,5.600083917,5.600083917,3,3,3,3,3
04-May-2021 15:25:18,5.56,5.64,5.56,5.73,5.53,,5.600210111,5.600210111,5.600210111,5.600210111,5.600210111,1,0,1,0,1
04-May-2021 15:25:34,5.56,5.64,5.56,5.73,5.53,,5.600434361,5.600434361,5.600434361,5.600434361,5.600434361,2,0,2,0,2
04-May-2021 15:25:49,5.56,5.64,5.56,5.73,5.53,,5.600643764,5.600643764,5.600643764,5.600643764,5.600643764,2,0,2,0,2
04-May-2021 15:26:05,5.56,5.64,5.56,5.74,5.53,,5.600853486,5.600853486,5.600853486,5.600853486,5.600853486,2,0,2,0,2
04-May-2021 15:26:20,5.56,5.64,5.56,5.74,5.53,,5.601063028,5.601063028,5.601063028,5.601063028,5.601063028,1,0,1,0,1
04-May-2021 15:26:36,5.56,5.63,5.56,5.74,5.53,,5.601286792,5.601286792,5.601286792,5.601286792,5.601286792,2,0,2,0,2
04-May-2021 15:26:51,5.56,5.63,5.56,5.77,5.53,,5.601496681,5.601496681,5.601496681,5.601496681,5.601496681,2,0,2,0,2
04-May-2021 15:27:06,5.56,5.63,5.56,5.76,5.53,,5.601706361,5.601706361,5.601706361,5.601706361,5.601706361,2,0,2,0,2
04-May-2021 15:27:18,5.56,,,,,,5.601874306,5.601874306,5.601874306,5.601874306,5.601874306,2,3,3,3,3
04-May-2021 15:27:33,5.55,5.63,5.56,,,,5.602083917,5.602083917,5.602083917,5.602083917,5.602083917,1,0,1,3,3
04-May-2021 15:27:51,5.55,5.63,5.56,5.76,5.53,,5.602335695,5.602335695,5.602335695,5.602335695,5.602335695,2,0,2,0,1
04-May-2021 15:28:05,5.55,5.63,5.56,5.76,5.53,,5.602531667,5.602531667,5.602531667,5.602531667,5.602531667,2,0,2,0,2
04-May-2021 15:28:20,5.55,5.63,5.56,5.77,5.53,,5.602741195,5.602741195,5.602741195,5.602741195,5.602741195,2,0,2,0,2
04-May-2021 15:28:36,5.55,5.62,5.56,5.77,5.53,,5.602950736,5.602950736,5.602950736,5.602950736,5.602950736,1,0,1,0,2
04-May-2021 15:28:51,5.55,5.62,5.56,5.78,5.53,,5.603160653,5.603160653,5.603160653,5.603160653,5.603160653,2,0,2,0,2
04-May-2021 15:29:06,5.55,5.62,5.56,5.77,5.53,,5.603370153,5.603370153,5.603370153,5.603370153,5.603370153,2,0,2,0,1
04-May-2021 15:29:20,5.55,5.62,5.56,5.79,5.53,,5.603566042,5.603566042,5.603566042,5.603566042,5.603566042,2,0,2,0,2
04-May-2021 15:29:35,5.55,5.62,5.55,5.78,5.53,,5.603775556,5.603775556,5.603775556,5.603775556,5.603775556,2,0,2,0,2
04-May-2021 15:29:50,5.55,5.62,5.55,5.79,5.53,,5.603985278,5.603985278,5.603985278,5.603985278,5.603985278,1,0,1,0,2
04-May-2021 15:30:05,5.55,5.62,5.55,5.79,5.53,,5.604195389,5.604195389,5.604195389,5.604195389,5.604195389,2,0,2,0,2
04-May-2021 15:30:20,5.55,5.61,5.55,5.83,5.53,,5.60440507,5.60440507,5.60440507,5.60440507,5.60440507,2,0,2,0,1
04-May-2021 15:30:34,5.55,5.61,5.55,5.79,5.53,,5.604601125,5.604601125,5.604601125,5.604601125,5.604601125,2,0,2,0,2
04-May-2021 15:30:49,5.55,5.61,5.55,5.8,5.53,,5.604810764,5.604810764,5.604810764,5.604810764,5.604810764,2,0,2,0,2
04-May-2021 15:31:05,5.55,5.61,5.55,5.79,5.53,,5.605020195,5.605020195,5.605020195,5.605020195,5.605020195,1,0,1,0,2
04-May-2021 15:31:20,5.55,5.61,5.55,5.8,5.53,,5.605230333,5.605230333,5.605230333,5.605230333,5.605230333,2,0,2,0,2
04-May-2021 15:31:35,5.55,5.61,5.55,5.8,5.53,,5.605439875,5.605439875,5.605439875,5.605439875,5.605439875,2,0,2,0,1
04-May-2021 15:31:49,5.55,5.61,5.55,5.8,5.53,,5.605635708,5.605635708,5.605635708,5.605635708,5.605635708,2,0,2,0,2
04-May-2021 15:32:04,5.54,5.61,5.55,5.8,5.53,,5.60584532,5.60584532,5.60584532,5.60584532,5.60584532,2,0,2,0,2
04-May-2021 15:32:19,5.54,5.6,5.55,5.81,5.53,,5.606054778,5.606054778,5.606054778,5.606054778,5.606054778,1,1,1,0,2
04-May-2021 15:32:35,5.55,5.6,5.56,5.81,5.53,,5.606279014,5.606279014,5.606279014,5.606279014,5.606279014,2,2,2,0,1
04-May-2021 15:32:49,5.55,5.6,5.58,5.82,5.53,,5.606475042,5.606475042,5.606475042,5.606475042,5.606475042,2,2,2,0,2
04-May-2021 15:33:04,5.54,5.6,5.58,5.82,5.53,,5.606684681,5.606684681,5.606684681,5.606684681,5.606684681,2,2,2,0,2
04-May-2021 15:33:19,5.54,5.6,5.59,5.82,5.53,,5.606894542,5.606894542,5.606894542,5.606894542,5.606894542,1,1,1,0,2
04-May-2021 15:33:36,5.54,5.6,5.6,5.82,5.53,,5.607118583,5.607118583,5.607118583,5.607118583,5.607118583,2,2,2,0,1
04-May-2021 15:33:50,5.54,5.6,5.61,5.82,5.53,,5.6073145,5.6073145,5.6073145,5.6073145,5.6073145,2,2,0,0,2
04-May-2021 15:34:05,5.54,5.59,5.62,5.82,5.52,,5.607524028,5.607524028,5.607524028,5.607524028,5.607524028,2,2,0,0,2
04-May-2021 15:34:20,5.54,5.59,5.62,5.83,5.52,,5.607733597,5.607733597,5.607733597,5.607733597,5.607733597,1,1,0,0,2
04-May-2021 15:34:35,5.54,5.59,5.62,5.83,5.52,,5.607943847,5.607943847,5.607943847,5.607943847,5.607943847,2,2,0,0,2
04-May-2021 15:34:50,5.54,5.59,5.62,5.83,5.52,,5.608153167,5.608153167,5.608153167,5.608153167,5.608153167,2,2,0,0,1
04-May-2021 15:35:04,5.54,5.59,5.62,5.83,5.52,,5.60834925,5.60834925,5.60834925,5.60834925,5.60834925,2,2,0,0,2
04-May-2021 15:35:19,5.54,5.59,5.62,5.83,5.52,,5.608558778,5.608558778,5.608558778,5.608558778,5.608558778,2,2,0,0,2
04-May-2021 15:35:34,5.54,5.58,5.62,5.83,5.52,,5.608768722,5.608768722,5.608768722,5.608768722,5.608768722,1,1,0,0,2
04-May-2021 15:35:50,5.54,5.58,5.63,5.84,5.52,,5.608978639,5.608978639,5.608978639,5.608978639,5.608978639,2,2,0,0,2
04-May-2021 15:36:05,5.54,5.58,5.63,5.84,5.52,,5.609188181,5.609188181,5.609188181,5.609188181,5.609188181,2,2,0,0,1
04-May-2021 15:36:19,5.54,5.58,5.63,5.85,5.52,,5.609384264,5.609384264,5.609384264,5.609384264,5.609384264,2,2,0,0,2
04-May-2021 15:36:34,5.54,5.58,5.64,5.84,5.52,,5.609593986,5.609593986,5.609593986,5.609593986,5.609593986,2,2,0,0,2
04-May-2021 15:36:52,5.54,5.58,5.64,5.85,5.52,,5.609845333,5.609845333,5.609845333,5.609845333,5.609845333,1,1,0,0,2
04-May-2021 15:37:04,5.54,5.57,5.64,5.85,5.52,,5.610013667,5.610013667,5.610013667,5.610013667,5.610013667,2,2,0,0,2
04-May-2021 15:37:19,5.54,5.57,5.65,5.86,5.52,,5.610223195,5.610223195,5.610223195,5.610223195,5.610223195,2,2,0,0,1
04-May-2021 15:37:33,5.54,5.57,5.65,5.86,5.52,,5.610419139,5.610419139,5.610419139,5.610419139,5.610419139,2,2,0,0,2
04-May-2021 15:37:48,5.54,5.57,5.65,5.86,5.55,,5.610628861,5.610628861,5.610628861,5.610628861,5.610628861,2,2,0,0,2
04-May-2021 15:38:03,5.53,5.57,5.66,5.86,5.56,,5.610838639,5.610838639,5.610838639,5.610838639,5.610838639,1,1,0,0,2
04-May-2021 15:38:19,5.53,5.57,5.66,5.86,5.56,,5.611048542,5.611048542,5.611048542,5.611048542,5.611048542,2,2,0,0,2
04-May-2021 15:38:34,5.53,5.57,5.67,5.87,5.56,,5.611258208,5.611258208,5.611258208,5.611258208,5.611258208,2,2,0,0,1
04-May-2021 15:38:51,5.53,5.57,5.68,5.87,5.56,,5.611496056,5.611496056,5.611496056,5.611496056,5.611496056,2,2,0,0,2
04-May-2021 15:39:06,5.53,5.56,5.69,5.87,5.57,,5.611705542,5.611705542,5.611705542,5.611705542,5.611705542,1,1,0,0,2
04-May-2021 15:39:18,5.53,,,,,,5.611873861,5.611873861,5.611873861,5.611873861,5.611873861,2,3,3,3,3
04-May-2021 15:39:33,5.53,5.56,5.71,5.88,,,5.612083611,5.612083611,5.612083611,5.612083611,5.612083611,2,2,0,0,3
04-May-2021 15:39:51,5.53,5.56,5.71,5.88,5.57,,5.612335,5.612335,5.612335,5.612335,5.612335,2,2,0,0,1
04-May-2021 15:40:05,5.53,5.56,5.72,5.88,5.57,,5.612530917,5.612530917,5.612530917,5.612530917,5.612530917,2,2,0,0,2
04-May-2021 15:40:20,5.53,5.55,5.73,5.88,5.58,,5.612740583,5.612740583,5.612740583,5.612740583,5.612740583,1,1,0,0,2
04-May-2021 15:40:36,5.53,5.55,5.74,5.88,5.59,,5.612950667,5.612950667,5.612950667,5.612950667,5.612950667,2,2,0,0,2
04-May-2021 15:40:51,5.53,5.55,5.75,5.88,5.59,,5.613160236,5.613160236,5.613160236,5.613160236,5.613160236,2,2,0,0,2
04-May-2021 15:41:06,5.53,5.55,5.75,5.89,5.59,,5.613369764,5.613369764,5.613369764,5.613369764,5.613369764,2,2,0,0,1
04-May-2021 15:41:20,5.53,5.55,5.77,5.89,5.6,,5.613565792,5.613565792,5.613565792,5.613565792,5.613565792,2,2,0,0,2
04-May-2021 15:41:35,5.53,5.54,5.77,5.89,5.61,,5.613775445,5.613775445,5.613775445,5.613775445,5.613775445,1,1,0,0,2
04-May-2021 15:41:50,5.53,5.54,5.78,5.89,5.62,,5.613985306,5.613985306,5.613985306,5.613985306,5.613985306,2,2,0,0,0
04-May-2021 15:42:05,5.53,5.54,5.79,5.91,5.62,,5.614194764,5.614194764,5.614194764,5.614194764,5.614194764,2,2,0,0,0
04-May-2021 15:42:20,5.53,5.54,5.8,5.9,5.62,,5.614404403,5.614404403,5.614404403,5.614404403,5.614404403,2,2,0,0,0
04-May-2021 15:42:35,5.53,5.54,5.81,5.89,5.62,,5.614613861,5.614613861,5.614613861,5.614613861,5.614613861,1,1,0,0,0
04-May-2021 15:42:50,5.53,5.53,5.81,5.9,5.62,,5.614824056,5.614824056,5.614824056,5.614824056,5.614824056,2,2,0,0,0
04-May-2021 15:43:05,5.62,5.53,5.82,5.9,5.62,,5.615033653,5.615033653,5.615033653,5.615033653,5.615033653,0,2,0,0,0
04-May-2021 15:43:21,5.74,5.53,5.83,5.9,5.62,,5.615243181,5.615243181,5.615243181,5.615243181,5.615243181,0,2,0,0,0
04-May-2021 15:43:36,5.68,5.53,5.83,5.9,5.62,,5.615452528,5.615452528,5.615452528,5.615452528,5.615452528,0,1,0,0,0
04-May-2021 15:43:50,5.68,5.53,5.84,5.9,5.62,,5.615648695,5.615648695,5.615648695,5.615648695,5.615648695,0,2,0,0,0
04-May-2021 15:44:05,5.69,5.53,5.84,5.92,5.62,,5.615858306,5.615858306,5.615858306,5.615858306,5.615858306,0,2,0,0,0
04-May-2021 15:44:20,5.68,5.53,5.85,5.91,5.62,,5.616068028,5.616068028,5.616068028,5.616068028,5.616068028,0,2,0,0,0
04-May-2021 15:44:35,5.67,5.52,5.85,5.91,5.61,,5.61627775,5.61627775,5.61627775,5.61627775,5.61627775,0,2,0,0,1
04-May-2021 15:44:49,5.67,5.52,5.85,5.91,5.62,,5.616473695,5.616473695,5.616473695,5.616473695,5.616473695,0,1,0,0,0
04-May-2021 15:45:03,5.67,5.54,5.86,5.92,5.66,,5.616669917,5.616669917,5.616669917,5.616669917,5.616669917,0,2,0,0,0
04-May-2021 15:45:18,5.67,5.56,5.86,5.92,5.67,,5.616879375,5.616879375,5.616879375,5.616879375,5.616879375,0,2,0,0,0
04-May-2021 15:45:33,5.67,5.55,5.86,5.92,5.68,,5.61708882,5.61708882,5.61708882,5.61708882,5.61708882,0,2,0,0,0
04-May-2021 15:45:52,5.67,5.55,5.86,5.92,5.68,,5.617340445,5.617340445,5.617340445,5.617340445,5.617340445,0,1,0,0,0
04-May-2021 15:46:06,5.67,5.72,5.86,5.92,5.68,,5.617536361,5.617536361,5.617536361,5.617536361,5.617536361,0,0,0,0,0
04-May-2021 15:46:21,5.67,5.66,5.86,5.93,5.68,,5.617746139,5.617746139,5.617746139,5.617746139,5.617746139,0,0,0,0,0
04-May-2021 15:46:36,5.66,5.65,5.86,5.93,5.68,,5.617955597,5.617955597,5.617955597,5.617955597,5.617955597,0,0,0,0,0
04-May-2021 15:46:48,5.66,5.65,,,,,5.618123403,5.618123403,5.618123403,5.618123403,5.618123403,0,0,3,3,3
04-May-2021 15:47:03,5.66,5.65,5.87,5.93,,,5.618333445,5.618333445,5.618333445,5.618333445,5.618333445,0,0,0,0,3
04-May-2021 15:47:18,5.66,5.66,5.87,5.93,5.68,,5.618543097,5.618543097,5.618543097,5.618543097,5.618543097,0,0,0,0,0
04-May-2021 15:47:33,5.66,5.66,5.87,5.94,5.68,,5.618752736,5.618752736,5.618752736,5.618752736,5.618752736,0,0,0,0,0
04-May-2021 15:47:48,5.66,5.65,5.87,5.94,5.68,,5.61896225,5.61896225,5.61896225,5.61896225,5.61896225,0,0,0,0,0
04-May-2021 15:48:03,5.66,5.65,5.87,5.95,5.68,,5.619171778,5.619171778,5.619171778,5.619171778,5.619171778,0,0,0,0,0
04-May-2021 15:48:19,5.65,5.65,5.87,5.94,5.68,,5.619381458,5.619381458,5.619381458,5.619381458,5.619381458,0,0,0,0,0
04-May-2021 15:48:34,5.65,5.64,5.87,5.94,5.68,,5.619590958,5.619590958,5.619590958,5.619590958,5.619590958,0,0,0,0,0
04-May-2021 15:48:52,5.65,5.64,5.87,5.95,5.68,,5.619842528,5.619842528,5.619842528,5.619842528,5.619842528,0,0,0,0,0
04-May-2021 15:49:04,5.65,5.64,5.87,5.95,5.68,,5.620010208,5.620010208,5.620010208,5.620010208,5.620010208,0,0,0,0,0
04-May-2021 15:49:19,5.65,5.64,5.87,5.95,5.68,,5.620219931,5.620219931,5.620219931,5.620219931,5.620219931,0,0,0,0,0
04-May-2021 15:49:34,5.65,5.63,5.87,5.95,5.69,,5.620429472,5.620429472,5.620429472,5.620429472,5.620429472,0,0,0,0,0
04-May-2021 15:49:49,5.65,5.63,5.87,5.95,5.72,,5.620638931,5.620638931,5.620638931,5.620638931,5.620638931,0,0,0,0,0
04-May-2021 15:50:04,5.65,5.63,5.87,5.95,5.73,,5.620848486,5.620848486,5.620848486,5.620848486,5.620848486,0,0,0,0,0
04-May-2021 15:50:19,5.65,5.62,5.87,5.96,5.73,,5.621057944,5.621057944,5.621057944,5.621057944,5.621057944,0,1,0,0,0
04-May-2021 15:50:33,5.65,5.67,5.87,5.96,5.73,,5.621254167,5.621254167,5.621254167,5.621254167,5.621254167,0,0,0,0,0
04-May-2021 15:50:48,5.64,5.7,5.87,5.96,5.73,,5.621463403,5.621463403,5.621463403,5.621463403,5.621463403,0,0,0,0,0
04-May-2021 15:51:03,5.64,5.72,5.87,5.96,5.73,,5.621672611,5.621672611,5.621672611,5.621672611,5.621672611,0,0,0,0,0
04-May-2021 15:51:19,5.64,5.71,5.87,5.96,5.73,,5.621881819,5.621881819,5.621881819,5.621881819,5.621881819,0,0,0,0,0
04-May-2021 15:51:34,5.64,5.71,5.87,5.96,5.74,,5.62209125,5.62209125,5.62209125,5.62209125,5.62209125,0,0,0,0,0
04-May-2021 15:51:52,5.64,5.71,5.87,5.96,5.74,,5.622342847,5.622342847,5.622342847,5.622342847,5.622342847,0,0,0,0,0
04-May-2021 15:52:04,5.64,5.71,5.87,5.97,5.74,,5.622510583,5.622510583,5.622510583,5.622510583,5.622510583,0,0,0,0,0
04-May-2021 15:52:19,5.64,5.71,5.87,5.97,5.74,,5.62272,5.62272,5.62272,5.62272,5.62272,0,0,0,0,0
04-May-2021 15:52:34,5.64,5.7,5.87,5.98,5.74,,5.622929889,5.622929889,5.622929889,5.622929889,5.622929889,0,0,0,0,0
04-May-2021 15:52:49,5.63,5.7,5.87,5.97,5.74,,5.623139292,5.623139292,5.623139292,5.623139292,5.623139292,0,0,0,0,0
04-May-2021 15:53:04,5.63,5.7,5.87,5.97,5.74,,5.623348944,5.623348944,5.623348944,5.623348944,5.623348944,0,0,0,0,0
04-May-2021 15:53:19,5.63,5.69,5.87,5.97,5.74,,5.623558375,5.623558375,5.623558375,5.623558375,5.623558375,0,0,0,0,0
04-May-2021 15:53:34,5.63,5.69,5.87,5.98,5.74,,5.623768014,5.623768014,5.623768014,5.623768014,5.623768014,0,0,0,0,0
04-May-2021 15:53:49,5.63,5.69,5.87,5.97,5.74,,5.623977764,5.623977764,5.623977764,5.623977764,5.623977764,0,0,0,0,0
04-May-2021 15:54:05,5.63,5.69,5.87,5.99,5.74,,5.624187319,5.624187319,5.624187319,5.624187319,5.624187319,0,0,0,0,0
04-May-2021 15:54:20,5.63,5.68,5.87,5.98,5.74,,5.624396972,5.624396972,5.624396972,5.624396972,5.624396972,0,0,0,0,0
04-May-2021 15:54:35,5.63,5.68,5.87,5.98,5.74,,5.624606403,5.624606403,5.624606403,5.624606403,5.624606403,0,0,0,0,0
04-May-2021 15:54:50,5.63,5.68,5.87,5.98,5.74,,5.624816028,5.624816028,5.624816028,5.624816028,5.624816028,0,0,0,0,0
04-May-2021 15:55:05,5.62,5.68,5.87,5.98,5.74,,5.625025736,5.625025736,5.625025736,5.625025736,5.625025736,1,0,0,0,0
04-May-2021 15:55:19,5.62,5.67,5.87,5.98,5.74,,5.625221708,5.625221708,5.625221708,5.625221708,5.625221708,2,0,0,0,0
04-May-2021 15:55:34,5.62,5.67,5.87,5.99,5.74,,5.625431458,5.625431458,5.625431458,5.625431458,5.625431458,2,0,0,0,0
04-May-2021 15:55:49,5.62,5.66,5.87,5.99,5.74,,5.625641014,5.625641014,5.625641014,5.625641014,5.625641014,2,0,0,0,0
04-May-2021 15:56:04,5.62,5.67,5.87,5.99,5.74,,5.625850472,5.625850472,5.625850472,5.625850472,5.625850472,2,0,0,0,0
04-May-2021 15:56:19,5.62,5.66,5.87,5.99,5.74,,5.626060333,5.626060333,5.626060333,5.626060333,5.626060333,1,0,0,0,0
04-May-2021 15:56:33,5.68,5.66,5.87,5.99,5.74,,5.626256111,5.626256111,5.626256111,5.626256111,5.626256111,0,0,0,0,0
04-May-2021 15:56:49,5.72,5.65,5.87,5.99,5.74,,5.626465542,5.626465542,5.626465542,5.626465542,5.626465542,0,0,0,0,0
04-May-2021 15:57:04,5.86,5.65,5.87,5.99,5.74,,5.626675445,5.626675445,5.626675445,5.626675445,5.626675445,0,0,0,0,0
04-May-2021 15:57:19,5.77,5.65,5.87,6,5.74,,5.626885097,5.626885097,5.626885097,5.626885097,5.626885097,0,0,0,0,0
04-May-2021 15:57:34,5.78,5.64,5.87,6,5.74,,5.627094736,5.627094736,5.627094736,5.627094736,5.627094736,0,0,0,0,0
04-May-2021 15:57:49,5.79,5.64,5.87,6,,,5.627304625,5.627304625,5.627304625,5.627304625,5.627304625,0,0,0,0,3
04-May-2021 15:58:04,5.78,5.64,5.87,6,5.74,,5.627514306,5.627514306,5.627514306,5.627514306,5.627514306,0,0,0,0,0
04-May-2021 15:58:19,5.78,5.63,5.87,6,5.74,,5.627723931,5.627723931,5.627723931,5.627723931,5.627723931,0,0,0,0,0
04-May-2021 15:58:34,5.78,5.63,5.87,6.01,5.74,,5.627933611,5.627933611,5.627933611,5.627933611,5.627933611,0,0,0,0,0
04-May-2021 15:58:49,5.78,5.63,5.87,6,5.74,,5.628143014,5.628143014,5.628143014,5.628143014,5.628143014,0,0,0,0,0
04-May-2021 15:59:04,5.78,5.63,5.87,6.01,5.74,,5.628352903,5.628352903,5.628352903,5.628352903,5.628352903,0,0,0,0,0
04-May-2021 15:59:20,5.77,5.62,5.87,6.01,5.74,,5.628562333,5.628562333,5.628562333,5.628562333,5.628562333,0,1,0,0,0
04-May-2021 15:59:34,5.77,5.64,5.87,6.01,5.74,,5.628758361,5.628758361,5.628758361,5.628758361,5.628758361,0,0,0,0,0
04-May-2021 15:59:49,5.77,5.63,5.87,6.01,5.74,,5.628968167,5.628968167,5.628968167,5.628968167,5.628968167,0,0,0,0,0
04-May-2021 16:00:04,5.77,5.63,5.87,6.01,5.74,,5.629177695,5.629177695,5.629177695,5.629177695,5.629177695,0,0,0,0,0
04-May-2021 16:00:19,5.77,5.63,5.87,6.01,5.74,,5.629387153,5.629387153,5.629387153,5.629387153,5.629387153,0,0,0,0,0
04-May-2021 16:00:34,5.77,5.63,5.87,6.01,5.74,,5.629597014,5.629597014,5.629597014,5.629597014,5.629597014,0,0,0,0,0
04-May-2021 16:00:49,5.76,5.63,5.87,6.01,5.74,,5.629806389,5.629806389,5.629806389,5.629806389,5.629806389,0,0,0,0,0
04-May-2021 16:01:04,5.76,5.62,5.87,6.01,5.74,,5.630016167,5.630016167,5.630016167,5.630016167,5.630016167,0,1,0,0,0
04-May-2021 16:01:18,5.76,5.94,5.87,6.02,5.74,,5.630211945,5.630211945,5.630211945,5.630211945,5.630211945,0,0,0,0,0
04-May-2021 16:01:33,5.76,5.74,5.87,6.02,5.74,,5.630421597,5.630421597,5.630421597,5.630421597,5.630421597,0,0,0,0,0
04-May-2021 16:01:48,5.76,5.78,5.87,6.02,5.74,,5.630631028,5.630631028,5.630631028,5.630631028,5.630631028,0,0,0,0,0
04-May-2021 16:02:04,5.76,5.78,5.87,6.02,5.74,,5.6308405,5.6308405,5.6308405,5.6308405,5.6308405,0,0,0,0,0
04-May-2021 16:02:19,5.75,5.76,5.87,6.02,5.74,,5.631050333,5.631050333,5.631050333,5.631050333,5.631050333,0,0,0,0,0
04-May-2021 16:02:34,5.75,5.76,5.86,6.03,5.74,,5.631259764,5.631259764,5.631259764,5.631259764,5.631259764,0,0,0,0,0
04-May-2021 16:02:49,5.75,5.76,5.86,6.03,5.74,,5.631469444,5.631469444,5.631469444,5.631469444,5.631469444,0,0,0,0,0
04-May-2021 16:03:04,5.75,5.76,5.86,6.03,5.74,,5.631678861,5.631678861,5.631678861,5.631678861,5.631678861,0,0,0,0,0
04-May-2021 16:03:19,5.75,5.76,5.86,6.03,5.74,,5.631888542,5.631888542,5.631888542,5.631888542,5.631888542,0,0,0,0,0
04-May-2021 16:03:34,5.75,5.75,5.86,6.03,5.74,,5.632098097,5.632098097,5.632098097,5.632098097,5.632098097,0,0,0,0,0
04-May-2021 16:03:49,5.75,5.75,5.86,6.03,5.74,,5.63230775,5.63230775,5.63230775,5.63230775,5.63230775,0,0,0,0,0
04-May-2021 16:04:04,5.75,5.75,5.86,6.04,5.74,,5.632517125,5.632517125,5.632517125,5.632517125,5.632517125,0,0,0,0,0
04-May-2021 16:04:19,5.75,5.74,5.86,6.03,5.74,,5.632726986,5.632726986,5.632726986,5.632726986,5.632726986,0,0,0,0,0
04-May-2021 16:04:34,5.75,5.74,5.86,6.05,5.74,,5.632936375,5.632936375,5.632936375,5.632936375,5.632936375,0,0,0,0,0
04-May-2021 16:04:50,5.75,5.74,5.86,6.05,5.74,,5.633146153,5.633146153,5.633146153,5.633146153,5.633146153,0,0,0,0,0
04-May-2021 16:05:05,5.74,5.73,5.86,6.05,5.73,,5.633355722,5.633355722,5.633355722,5.633355722,5.633355722,0,0,0,0,0
04-May-2021 16:05:20,5.74,5.73,5.86,6.05,5.73,,5.633565153,5.633565153,5.633565153,5.633565153,5.633565153,0,0,0,0,0
04-May-2021 16:05:35,5.74,5.72,5.86,6.06,5.73,,5.633774819,5.633774819,5.633774819,5.633774819,5.633774819,0,0,0,0,0
04-May-2021 16:05:50,5.74,5.72,5.86,6.04,5.73,,5.633984472,5.633984472,5.633984472,5.633984472,5.633984472,0,0,0,0,0
04-May-2021 16:06:05,5.74,5.72,5.86,6.05,5.73,,5.634193889,5.634193889,5.634193889,5.634193889,5.634193889,0,0,0,0,0
04-May-2021 16:06:20,5.73,5.71,5.86,6.04,5.73,,5.634403431,5.634403431,5.634403431,5.634403431,5.634403431,0,0,0,0,0
04-May-2021 16:06:35,5.73,5.71,5.86,6.05,5.73,,5.634612583,5.634612583,5.634612583,5.634612583,5.634612583,0,0,0,0,0
04-May-2021 16:06:50,5.73,5.71,5.86,6.05,5.73,,5.634822333,5.634822333,5.634822333,5.634822333,5.634822333,0,0,0,0,0
04-May-2021 16:07:05,5.73,5.7,5.86,6.05,5.73,,5.635031875,5.635031875,5.635031875,5.635031875,5.635031875,0,0,0,0,0
04-May-2021 16:07:20,5.73,5.7,5.86,6.05,5.73,,5.635241319,5.635241319,5.635241319,5.635241319,5.635241319,0,0,0,0,0
04-May-2021 16:07:36,5.73,5.7,5.86,6.05,5.73,,5.635450972,5.635450972,5.635450972,5.635450972,5.635450972,0,0,0,0,0
04-May-2021 16:07:51,5.72,5.69,5.86,6.05,5.73,,5.635660833,5.635660833,5.635660833,5.635660833,5.635660833,0,0,0,0,0
04-May-2021 16:08:06,5.72,5.69,5.86,6.06,5.73,,5.6358705,5.6358705,5.6358705,5.6358705,5.6358705,0,0,0,0,0
04-May-2021 16:08:18,5.72,,,,,,5.636038431,5.636038431,5.636038431,5.636038431,5.636038431,0,3,3,3,3
04-May-2021 16:08:33,5.72,5.68,5.86,,,,5.636248306,5.636248306,5.636248306,5.636248306,5.636248306,0,0,0,3,3
04-May-2021 16:08:48,5.72,5.68,5.86,6.06,5.73,,5.636457458,5.636457458,5.636457458,5.636457458,5.636457458,0,0,0,0,0
04-May-2021 16:09:03,5.72,5.67,5.86,6.06,5.73,,5.636666889,5.636666889,5.636666889,5.636666889,5.636666889,0,0,0,0,0
04-May-2021 16:09:18,5.71,5.67,5.86,6.06,5.73,,5.636876417,5.636876417,5.636876417,5.636876417,5.636876417,0,0,0,0,0
04-May-2021 16:09:33,5.71,5.67,5.86,6.06,5.73,,5.637085792,5.637085792,5.637085792,5.637085792,5.637085792,0,0,0,0,0
04-May-2021 16:09:51,5.71,5.67,5.86,6.07,5.73,,5.637337111,5.637337111,5.637337111,5.637337111,5.637337111,0,0,0,0,0
04-May-2021 16:10:03,5.71,5.66,5.86,6.07,5.73,,5.637505056,5.637505056,5.637505056,5.637505056,5.637505056,0,0,0,0,0
04-May-2021 16:10:19,5.71,5.65,5.86,6.07,5.73,,5.637714722,5.637714722,5.637714722,5.637714722,5.637714722,0,0,0,0,0
04-May-2021 16:10:34,5.71,5.65,5.86,6.07,5.73,,5.637924583,5.637924583,5.637924583,5.637924583,5.637924583,0,0,0,0,0
04-May-2021 16:10:49,5.7,5.65,5.86,6.07,5.73,,5.638134264,5.638134264,5.638134264,5.638134264,5.638134264,0,0,0,0,0
04-May-2021 16:11:04,5.7,5.64,5.86,6.07,5.73,,5.638344125,5.638344125,5.638344125,5.638344125,5.638344125,0,0,0,0,0
04-May-2021 16:11:19,5.7,5.64,5.86,6.07,5.73,,5.638553542,5.638553542,5.638553542,5.638553542,5.638553542,0,0,0,0,0
04-May-2021 16:11:34,5.7,5.64,5.86,6.07,5.73,,5.638763,5.638763,5.638763,5.638763,5.638763,0,0,0,0,0
04-May-2021 16:11:49,5.7,5.64,5.86,6.07,5.73,,5.638972861,5.638972861,5.638972861,5.638972861,5.638972861,0,0,0,0,0
